Order ID,Customer ID,Rush Shipment,Cookies Shipped,Revenue,Cost,Order Date
754436,985245,No,751,3755,1877.5,1/24/2022
754527,985245,No,516,2580,1290,12/14/2022
755746,985245,Yes,81,405,202.5,8/20/2022
755802,152689,No,977,4885,2442.5,03/11/2022
755816,325698,Yes,217,1085,542.5,3/20/2022
756978,152689,Yes,327,1635,817.5,03/06/2022
757424,325698,No,674,3370,1685,2/26/2022
757506,152689,Yes,236,1180,590,9/30/2022
757907,985245,Yes,226,1130,565,2/24/2022
758575,325698,No,238,1190,595,10/20/2022
758940,785432,Yes,964,4820,2410,1/29/2022
760452,152689,Yes,312,1560,780,10/09/2022
761312,152689,No,762,3810,1905,11/13/2022
761648,985245,Yes,219,1095,547.5,05/02/2022
763509,325698,Yes,354,1770,885,6/25/2022
764671,325698,No,502,2510,1255,04/10/2022
764877,325698,Yes,57,285,142.5,09/10/2022
766032,152689,Yes,859,4295,2147.5,7/14/2022
766214,785432,Yes,718,3590,1795,12/03/2022
770586,152689,No,666,3330,1665,12/21/2022
772141,985245,No,260,1300,650,7/28/2022
772376,152689,No,73,365,182.5,02/07/2022
773198,152689,Yes,103,515,257.5,1/28/2022
773401,152689,No,329,1645,822.5,11/14/2022
773501,785432,Yes,668,3340,1670,6/21/2022
775735,325698,No,506,2530,1265,5/13/2022
776017,785432,Yes,343,1715,857.5,07/05/2022
777935,152689,No,237,1185,592.5,3/24/2022
778086,452584,Yes,557,2785,1392.5,4/17/2022
778271,452584,No,898,4490,2245,5/23/2022
779652,785432,No,251,1255,627.5,12/07/2022
780102,325698,Yes,229,1145,572.5,9/18/2022
780929,325698,Yes,172,860,430,7/16/2022
784781,152689,Yes,255,1275,637.5,10/30/2022
784877,325698,Yes,597,2985,1492.5,10/31/2022
785079,452584,Yes,507,2535,1267.5,06/12/2022
785718,785432,No,614,3070,1535,05/03/2022
785812,325698,Yes,727,3635,1817.5,5/21/2022
785836,325698,No,407,2035,1017.5,09/05/2022
785975,325698,Yes,960,4800,2400,11/21/2022
786939,152689,Yes,360,1800,900,2/16/2022
787717,152689,No,616,3080,1540,10/31/2022
787748,985245,Yes,707,3535,1767.5,6/22/2022
791457,785432,Yes,566,2830,1415,3/28/2022
791558,325698,No,120,600,300,05/05/2022
792917,985245,No,891,4455,2227.5,08/05/2022
793523,325698,Yes,738,3690,1845,10/20/2022
796665,152689,No,344,1720,860,10/23/2022
797336,325698,Yes,269,1345,672.5,10/14/2022
797836,325698,Yes,229,1145,572.5,10/21/2022
797912,152689,No,229,1145,572.5,1/23/2022
798613,985245,No,88,440,220,06/05/2022
799315,325698,No,185,925,462.5,01/09/2022
799706,325698,No,280,1400,700,11/30/2022
799819,985245,No,752,3760,1880,5/16/2022
800930,152689,No,123,615,307.5,12/20/2022
802648,785432,No,485,2425,1212.5,11/08/2022
802763,452584,Yes,90,450,225,04/07/2022
804600,785432,Yes,597,2985,1492.5,2/16/2022
805493,452584,Yes,734,3670,1835,10/03/2022
806311,785432,Yes,999,4995,2497.5,06/03/2022
807735,152689,No,957,4785,2392.5,10/23/2022
808169,325698,No,406,2030,1015,4/27/2022
809039,325698,Yes,180,900,450,03/06/2022
809054,785432,No,887,4435,2217.5,02/09/2022
810987,325698,No,376,1880,940,09/03/2022
811570,985245,No,584,2920,1460,2/23/2022
812247,985245,No,349,1745,872.5,02/09/2022
814196,152689,No,55,275,137.5,7/27/2022
814511,152689,Yes,419,2095,1047.5,12/24/2022
814687,785432,Yes,557,2785,1392.5,01/04/2022
816144,152689,Yes,632,3160,1580,7/24/2022
817852,325698,No,391,1955,977.5,1/16/2022
818304,985245,No,160,800,400,7/19/2022
818603,152689,Yes,157,785,392.5,02/02/2022
819483,452584,No,606,3030,1515,05/04/2022
819765,785432,No,966,4830,2415,03/06/2022
820803,152689,Yes,461,2305,1152.5,8/23/2022
821318,985245,Yes,528,2640,1320,4/19/2022
822001,152689,Yes,635,3175,1587.5,02/01/2022
822119,325698,Yes,207,1035,517.5,8/20/2022
822138,325698,No,766,3830,1915,12/20/2022
822320,985245,No,486,2430,1215,6/28/2022
823492,985245,Yes,176,880,440,09/03/2022
825404,152689,Yes,935,4675,2337.5,07/04/2022
825480,452584,Yes,82,410,205,06/07/2022
825947,985245,No,903,4515,2257.5,10/05/2022
827374,785432,No,613,3065,1532.5,8/19/2022
828919,325698,Yes,880,4400,2200,5/31/2022
829431,985245,Yes,245,1225,612.5,10/21/2022
829605,985245,No,539,2695,1347.5,5/14/2022
829955,152689,Yes,364,1820,910,01/03/2022
830086,325698,Yes,483,2415,1207.5,05/09/2022
830322,325698,No,564,2820,1410,8/20/2022
830918,152689,No,117,585,292.5,6/17/2022
831203,785432,Yes,379,1895,947.5,06/09/2022
831213,325698,No,378,1890,945,03/01/2022
831452,152689,Yes,116,580,290,02/03/2022
833154,152689,No,766,3830,1915,1/28/2022
833785,325698,Yes,641,3205,1602.5,6/19/2022
833985,152689,Yes,393,1965,982.5,02/11/2022
834077,325698,No,661,3305,1652.5,1/26/2022
834381,985245,No,174,870,435,3/26/2022
835654,325698,Yes,747,3735,1867.5,12/15/2022
836079,152689,No,234,1170,585,07/10/2022
836721,985245,No,476,2380,1190,9/17/2022
836866,325698,No,785,3925,1962.5,7/21/2022
840033,325698,Yes,428,2140,1070,10/10/2022
841857,785432,No,595,2975,1487.5,4/29/2022
841929,785432,No,774,3870,1935,9/24/2022
842879,152689,Yes,669,3345,1672.5,12/25/2022
842981,325698,Yes,77,385,192.5,11/04/2022
844227,785432,Yes,548,2740,1370,6/19/2022
845342,985245,Yes,922,4610,2305,10/24/2022
845397,785432,No,891,4455,2227.5,9/26/2022
846927,785432,No,116,580,290,06/08/2022
848220,152689,Yes,318,1590,795,12/03/2022
850528,985245,No,219,1095,547.5,11/17/2022
850863,152689,No,868,4340,2170,01/05/2022
852408,152689,No,301,1505,752.5,5/19/2022
853845,985245,No,946,4730,2365,9/28/2022
854637,152689,No,682,3410,1705,08/05/2022
854710,785432,Yes,538,2690,1345,7/31/2022
855938,152689,No,339,1695,847.5,5/16/2022
855953,785432,No,788,3940,1970,06/12/2022
856233,785432,No,401,2005,1002.5,1/16/2022
856680,152689,Yes,215,1075,537.5,5/13/2022
856914,325698,No,815,4075,2037.5,11/17/2022
857040,985245,Yes,361,1805,902.5,09/10/2022
857263,452584,No,713,3565,1782.5,3/30/2022
858325,985245,Yes,778,3890,1945,8/30/2022
860579,325698,Yes,770,3850,1925,8/28/2022
863137,325698,No,243,1215,607.5,09/01/2022
863178,325698,Yes,404,2020,1010,02/06/2022
863398,785432,Yes,369,1845,922.5,10/11/2022
865382,985245,No,600,3000,1500,6/25/2022
866928,785432,No,557,2785,1392.5,7/22/2022
868785,785432,No,135,675,337.5,1/13/2022
869611,152689,No,758,3790,1895,9/15/2022
870893,785432,No,512,2560,1280,9/28/2022
872821,785432,No,614,3070,1535,9/21/2022
873266,325698,Yes,830,4150,2075,8/19/2022
873488,985245,Yes,697,3485,1742.5,11/17/2022
873798,785432,No,294,1470,735,08/02/2022
874147,152689,Yes,352,1760,880,02/09/2022
877439,985245,Yes,702,3510,1755,04/06/2022
881201,152689,Yes,238,1190,595,1/14/2022
881725,325698,No,186,930,465,5/16/2022
883339,985245,Yes,550,2750,1375,06/12/2022
884132,785432,Yes,543,2715,1357.5,09/03/2022
884365,152689,Yes,251,1255,627.5,11/10/2022
885887,985245,Yes,493,2465,1232.5,09/10/2022
886736,325698,No,891,4455,2227.5,07/03/2022
888610,785432,No,817,4085,2042.5,08/01/2022
888831,152689,Yes,546,2730,1365,8/17/2022
889094,785432,No,233,1165,582.5,3/23/2022
889235,785432,Yes,483,2415,1207.5,03/03/2022
889527,325698,Yes,692,3460,1730,12/06/2022
889980,785432,No,563,2815,1407.5,4/22/2022
890797,985245,Yes,196,980,490,11/01/2022
891936,325698,Yes,960,4800,2400,4/20/2022
893213,152689,Yes,627,3135,1567.5,06/12/2022
894053,325698,Yes,844,4220,2110,02/08/2022
895040,325698,Yes,900,4500,2250,1/29/2022
895363,325698,No,241,1205,602.5,4/29/2022
899744,325698,No,580,2900,1450,02/12/2022
900019,785432,Yes,328,1640,820,12/04/2022
903135,985245,No,479,2395,1197.5,06/07/2022
904112,452584,Yes,752,3760,1880,12/15/2022
904579,325698,No,776,3880,1940,02/05/2022
905098,152689,Yes,504,2520,1260,7/13/2022
906635,325698,No,336,1680,840,2/19/2022
906662,325698,No,642,3210,1605,04/06/2022
908116,785432,No,87,435,217.5,11/30/2022
911653,985245,Yes,418,2090,1045,10/08/2022
911721,785432,No,640,3200,1600,6/30/2022
913016,785432,No,235,1175,587.5,3/17/2022
913059,785432,Yes,101,505,252.5,07/05/2022
915290,785432,No,273,1365,682.5,04/09/2022
916823,985245,Yes,672,3360,1680,2/15/2022
916859,452584,No,616,3080,1540,10/10/2022
916864,985245,Yes,92,460,230,5/16/2022
917373,325698,No,81,405,202.5,12/19/2022
917642,985245,Yes,959,4795,2397.5,06/12/2022
917798,985245,No,600,3000,1500,10/10/2022
918689,152689,No,605,3025,1512.5,2/26/2022
919521,325698,Yes,409,2045,1022.5,02/09/2022
919956,985245,No,775,3875,1937.5,10/26/2022
920481,325698,Yes,56,280,140,5/25/2022
920874,325698,No,758,3790,1895,12/22/2022
921476,985245,No,402,2010,1005,8/29/2022
924244,152689,Yes,704,3520,1760,8/13/2022
924736,325698,No,501,2505,1252.5,5/21/2022
925060,152689,Yes,833,4165,2082.5,5/31/2022
925471,985245,Yes,932,4660,2330,12/22/2022
927604,152689,No,615,3075,1537.5,09/04/2022
927686,152689,No,314,1570,785,9/16/2022
928573,152689,Yes,98,490,245,03/06/2022
928963,325698,Yes,101,505,252.5,09/02/2022
930362,325698,No,510,2550,1275,2/22/2022
930465,785432,No,835,4175,2087.5,10/21/2022
930579,152689,Yes,524,2620,1310,3/18/2022
930963,985245,Yes,372,1860,930,11/14/2022
931747,152689,Yes,486,2430,1215,11/24/2022
932126,785432,No,251,1255,627.5,1/17/2022
933038,325698,No,593,2965,1482.5,12/16/2022
933378,785432,No,981,4905,2452.5,06/02/2022
933431,152689,Yes,915,4575,2287.5,1/26/2022
933874,152689,Yes,252,1260,630,04/03/2022
936713,785432,No,628,3140,1570,6/17/2022
938396,325698,Yes,693,3465,1732.5,7/13/2022
939561,985245,Yes,195,975,487.5,1/27/2022
939970,325698,Yes,711,3555,1777.5,01/03/2022
942899,325698,Yes,696,3480,1740,2/18/2022
943508,785432,Yes,299,1495,747.5,11/19/2022
944138,985245,No,784,3920,1960,8/31/2022
945675,785432,Yes,216,1080,540,09/09/2022
946559,152689,Yes,759,3795,1897.5,7/19/2022
948938,152689,No,771,3855,1927.5,2/22/2022
949248,785432,Yes,646,3230,1615,11/22/2022
949751,325698,No,749,3745,1872.5,02/03/2022
951167,985245,Yes,855,4275,2137.5,02/08/2022
953387,325698,Yes,97,485,242.5,10/24/2022
953703,985245,Yes,463,2315,1157.5,02/04/2022
954388,985245,Yes,552,2760,1380,06/11/2022
954406,785432,Yes,326,1630,815,02/01/2022
954686,152689,No,141,705,352.5,7/24/2022
954927,325698,No,290,1450,725,5/25/2022
955657,152689,No,339,1695,847.5,9/21/2022
955766,325698,Yes,341,1705,852.5,01/01/2022
957656,985245,Yes,146,730,365,05/12/2022
957938,452584,No,306,1530,765,02/02/2022
958580,325698,Yes,308,1540,770,11/03/2022
960225,325698,Yes,670,3350,1675,4/22/2022
960707,152689,Yes,981,4905,2452.5,10/10/2022
961074,152689,No,756,3780,1890,07/07/2022
961134,325698,No,925,4625,2312.5,10/31/2022
962453,152689,Yes,607,3035,1517.5,3/16/2022
962845,325698,Yes,328,1640,820,6/26/2022
963540,785432,Yes,910,4550,2275,06/04/2022
963575,985245,No,971,4855,2427.5,3/26/2022
963819,325698,No,206,1030,515,09/09/2022
964981,325698,No,740,3700,1850,06/09/2022
965243,985245,Yes,113,565,282.5,07/05/2022
967450,985245,No,217,1085,542.5,4/27/2022
969191,325698,No,989,4945,2472.5,06/05/2022
972601,325698,No,249,1245,622.5,9/30/2022
975668,985245,No,115,575,287.5,03/01/2022
976135,152689,No,274,1370,685,9/28/2022
976219,785432,Yes,377,1885,942.5,12/25/2022
976354,985245,Yes,227,1135,567.5,12/08/2022
977423,985245,Yes,776,3880,1940,04/04/2022
977809,152689,Yes,495,2475,1237.5,11/14/2022
979510,785432,Yes,313,1565,782.5,10/23/2022
980342,785432,Yes,969,4845,2422.5,7/26/2022
980642,985245,No,997,4985,2492.5,3/26/2022
981103,785432,Yes,501,2505,1252.5,5/24/2022
982008,152689,No,854,4270,2135,5/30/2022
982664,985245,Yes,484,2420,1210,12/15/2022
982745,325698,No,861,4305,2152.5,12/09/2022
985401,325698,Yes,635,3175,1587.5,12/16/2022
988846,325698,No,966,4830,2415,08/10/2022
989761,152689,No,660,3300,1650,11/02/2022
991353,985245,Yes,771,3855,1927.5,4/28/2022
992770,325698,Yes,745,3725,1862.5,3/27/2022
993331,452584,Yes,767,3835,1917.5,6/28/2022
993663,985245,No,392,1960,980,9/21/2022
994136,325698,No,493,2465,1232.5,10/09/2022
994850,785432,No,355,1775,887.5,7/17/2022
996504,152689,Yes,714,3570,1785,1/30/2022
998193,152689,No,641,3205,1602.5,3/13/2022
100083,152689,Yes,178, $890.00 , $445.00 ,11/07/2021
101344,785432,No,186, $930.00 , $465.00 ,11/13/2021
106052,325698,Yes,482," $2,410.00 "," $1,205.00 ",2/19/2021
107134,985245,No,549," $2,745.00 "," $1,372.50 ",03/06/2021
107564,985245,No,326," $1,630.00 ", $815.00 ,11/25/2021
108204,452584,No,453," $2,265.00 "," $1,132.50 ",03/02/2021
108339,325698,No,400," $2,000.00 "," $1,000.00 ",9/21/2021
109095,985245,Yes,203," $1,015.00 ", $507.50 ,06/04/2021
109588,985245,No,235," $1,175.00 ", $587.50 ,1/21/2021
110471,785432,No,309," $1,545.00 ", $772.50 ,01/03/2021
110564,325698,No,922," $4,610.00 "," $2,305.00 ",5/18/2021
113782,152689,No,862," $4,310.00 "," $2,155.00 ",11/24/2021
114994,985245,Yes,298," $1,490.00 ", $745.00 ,5/14/2021
116991,152689,No,107, $535.00 , $267.50 ,03/11/2021
117021,785432,Yes,90, $450.00 , $225.00 ,9/22/2021
117112,152689,No,662," $3,310.00 "," $1,655.00 ",9/25/2021
118714,785432,Yes,525," $2,625.00 "," $1,312.50 ",9/25/2021
118901,985245,Yes,746," $3,730.00 "," $1,865.00 ",12/05/2021
119907,985245,No,545," $2,725.00 "," $1,362.50 ",7/28/2021
120003,152689,Yes,828," $4,140.00 "," $2,070.00 ",11/26/2021
122744,152689,Yes,382," $1,910.00 ", $955.00 ,09/04/2021
123392,325698,Yes,219," $1,095.00 ", $547.50 ,5/16/2021
124833,325698,No,279," $1,395.00 ", $697.50 ,09/07/2021
125229,152689,No,938," $4,690.00 "," $2,345.00 ",06/10/2021
125379,325698,Yes,584," $2,920.00 "," $1,460.00 ",04/03/2021
126655,325698,Yes,946," $4,730.00 "," $2,365.00 ",8/20/2021
126686,325698,No,498," $2,490.00 "," $1,245.00 ",02/02/2021
126862,325698,No,263," $1,315.00 ", $657.50 ,4/29/2021
126942,325698,Yes,896," $4,480.00 "," $2,240.00 ",5/13/2021
127751,785432,No,643," $3,215.00 "," $1,607.50 ",7/20/2021
128238,325698,No,252," $1,260.00 ", $630.00 ,6/25/2021
128308,785432,Yes,987," $4,935.00 "," $2,467.50 ",05/06/2021
129240,152689,Yes,998," $4,990.00 "," $2,495.00 ",4/26/2021
129296,152689,Yes,870," $4,350.00 "," $2,175.00 ",5/19/2021
129824,325698,Yes,775," $3,875.00 "," $1,937.50 ",01/04/2021
131818,785432,Yes,880," $4,400.00 "," $2,200.00 ",11/17/2021
131853,985245,Yes,668," $3,340.00 "," $1,670.00 ",11/28/2021
132503,985245,No,777," $3,885.00 "," $1,942.50 ",4/22/2021
133102,152689,Yes,330," $1,650.00 ", $825.00 ,10/08/2021
133438,985245,Yes,695," $3,475.00 "," $1,737.50 ",4/19/2021
134853,325698,No,690," $3,450.00 "," $1,725.00 ",9/24/2021
135650,985245,Yes,346," $1,730.00 ", $865.00 ,4/24/2021
135985,325698,Yes,308," $1,540.00 ", $770.00 ,3/20/2021
136405,452584,No,744," $3,720.00 "," $1,860.00 ",12/15/2021
136953,152689,Yes,167, $835.00 , $417.50 ,2/15/2021
138135,985245,Yes,263," $1,315.00 ", $657.50 ,05/05/2021
138922,985245,No,664," $3,320.00 "," $1,660.00 ",01/03/2021
140000,785432,No,977," $4,885.00 "," $2,442.50 ",6/29/2021
140095,452584,Yes,661," $3,305.00 "," $1,652.50 ",01/01/2021
140130,985245,Yes,650," $3,250.00 "," $1,625.00 ",05/08/2021
140406,325698,Yes,781," $3,905.00 "," $1,952.50 ",6/16/2021
140568,985245,Yes,768," $3,840.00 "," $1,920.00 ",04/11/2021
143151,152689,Yes,422," $2,110.00 "," $1,055.00 ",08/07/2021
143964,452584,Yes,681," $3,405.00 "," $1,702.50 ",7/19/2021
144287,325698,No,791," $3,955.00 "," $1,977.50 ",7/17/2021
145523,152689,Yes,700," $3,500.00 "," $1,750.00 ",06/06/2021
147226,785432,Yes,611," $3,055.00 "," $1,527.50 ",4/16/2021
149873,152689,No,851," $4,255.00 "," $2,127.50 ",06/10/2021
150237,325698,Yes,425," $2,125.00 "," $1,062.50 ",5/28/2021
152616,985245,Yes,606," $3,030.00 "," $1,515.00 ",11/20/2021
152643,452584,Yes,847," $4,235.00 "," $2,117.50 ",7/13/2021
153486,985245,No,271," $1,355.00 ", $677.50 ,2/21/2021
153776,152689,Yes,626," $3,130.00 "," $1,565.00 ",3/31/2021
154833,785432,Yes,309," $1,545.00 ", $772.50 ,7/15/2021
155922,985245,No,564," $2,820.00 "," $1,410.00 ",12/13/2021
156934,452584,Yes,602," $3,010.00 "," $1,505.00 ",12/26/2021
159152,152689,No,767," $3,835.00 "," $1,917.50 ",12/02/2021
159913,985245,No,836," $4,180.00 "," $2,090.00 ",8/28/2021
164109,325698,No,327," $1,635.00 ", $817.50 ,5/29/2021
164458,985245,Yes,534," $2,670.00 "," $1,335.00 ",09/08/2021
165851,152689,No,931," $4,655.00 "," $2,327.50 ",8/23/2021
167996,325698,Yes,871," $4,355.00 "," $2,177.50 ",4/28/2021
169679,325698,Yes,985," $4,925.00 "," $2,462.50 ",01/09/2021
172615,985245,No,632," $3,160.00 "," $1,580.00 ",12/21/2021
173380,325698,Yes,197, $985.00 , $492.50 ,12/07/2021
175927,152689,No,720," $3,600.00 "," $1,800.00 ",5/13/2021
175961,152689,No,485," $2,425.00 "," $1,212.50 ",1/30/2021
179278,325698,Yes,945," $4,725.00 "," $2,362.50 ",07/07/2021
182741,325698,Yes,751," $3,755.00 "," $1,877.50 ",02/03/2021
183463,985245,Yes,318," $1,590.00 ", $795.00 ,11/03/2021
184979,785432,Yes,512," $2,560.00 "," $1,280.00 ",1/15/2021
185178,985245,No,899," $4,495.00 "," $2,247.50 ",01/10/2021
186779,325698,No,449," $2,245.00 "," $1,122.50 ",4/27/2021
189173,985245,No,564," $2,820.00 "," $1,410.00 ",12/12/2021
191118,325698,Yes,91, $455.00 , $227.50 ,09/05/2021
191249,325698,No,246," $1,230.00 ", $615.00 ,12/15/2021
193164,152689,Yes,650," $3,250.00 "," $1,625.00 ",9/15/2021
193575,152689,Yes,497," $2,485.00 "," $1,242.50 ",3/29/2021
193804,152689,No,678," $3,390.00 "," $1,695.00 ",3/19/2021
196123,152689,Yes,732," $3,660.00 "," $1,830.00 ",11/06/2021
196451,152689,No,530," $2,650.00 "," $1,325.00 ",11/13/2021
199310,152689,Yes,724," $3,620.00 "," $1,810.00 ",1/30/2021
201583,985245,No,373," $1,865.00 ", $932.50 ,10/14/2021
201852,152689,No,591," $2,955.00 "," $1,477.50 ",3/21/2021
202893,152689,No,259," $1,295.00 ", $647.50 ,07/05/2021
204757,325698,Yes,584," $2,920.00 "," $1,460.00 ",7/16/2021
205487,985245,Yes,839," $4,195.00 "," $2,097.50 ",11/15/2021
206568,785432,No,190, $950.00 , $475.00 ,7/23/2021
206703,152689,Yes,888," $4,440.00 "," $2,220.00 ",12/17/2021
209061,152689,Yes,324," $1,620.00 ", $810.00 ,7/27/2021
209415,985245,No,155, $775.00 , $387.50 ,08/12/2021
212502,325698,No,154, $770.00 , $385.00 ,9/21/2021
213386,325698,No,55, $275.00 , $137.50 ,12/09/2021
214620,325698,Yes,248," $1,240.00 ", $620.00 ,11/05/2021
214905,152689,No,68, $340.00 , $170.00 ,6/30/2021
216081,152689,No,707," $3,535.00 "," $1,767.50 ",06/05/2021
219369,985245,Yes,83, $415.00 , $207.50 ,12/27/2021
220619,985245,Yes,224," $1,120.00 ", $560.00 ,6/19/2021
220624,152689,No,572," $2,860.00 "," $1,430.00 ",4/21/2021
220675,325698,No,879," $4,395.00 "," $2,197.50 ",07/10/2021
221217,152689,Yes,265," $1,325.00 ", $662.50 ,01/10/2021
223355,325698,No,936," $4,680.00 "," $2,340.00 ",3/14/2021
224916,785432,Yes,632," $3,160.00 "," $1,580.00 ",05/10/2021
225242,452584,Yes,576," $2,880.00 "," $1,440.00 ",4/18/2021
225413,152689,No,805," $4,025.00 "," $2,012.50 ",8/17/2021
226144,985245,Yes,341," $1,705.00 ", $852.50 ,11/16/2021
229143,152689,No,763," $3,815.00 "," $1,907.50 ",01/01/2021
232442,785432,No,330," $1,650.00 ", $825.00 ,8/15/2021
233104,985245,No,616," $3,080.00 "," $1,540.00 ",10/20/2021
235332,325698,Yes,428," $2,140.00 "," $1,070.00 ",08/07/2021
236830,152689,No,964," $4,820.00 "," $2,410.00 ",7/17/2021
240025,325698,Yes,172, $860.00 , $430.00 ,08/12/2021
241649,152689,Yes,687," $3,435.00 "," $1,717.50 ",12/18/2021
241756,785432,Yes,527," $2,635.00 "," $1,317.50 ",1/26/2021
243275,452584,Yes,60, $300.00 , $150.00 ,10/03/2021
244489,785432,Yes,545," $2,725.00 "," $1,362.50 ",4/26/2021
244749,152689,Yes,497," $2,485.00 "," $1,242.50 ",5/26/2021
244795,785432,Yes,354," $1,770.00 ", $885.00 ,3/15/2021
245347,152689,No,900," $4,500.00 "," $2,250.00 ",10/16/2021
246176,325698,Yes,844," $4,220.00 "," $2,110.00 ",07/05/2021
246491,152689,Yes,909," $4,545.00 "," $2,272.50 ",8/29/2021
248116,452584,Yes,989," $4,945.00 "," $2,472.50 ",7/26/2021
248814,985245,No,662," $3,310.00 "," $1,655.00 ",9/30/2021
249397,785432,No,869," $4,345.00 "," $2,172.50 ",10/07/2021
249683,985245,No,107, $535.00 , $267.50 ,10/25/2021
252802,325698,No,177, $885.00 , $442.50 ,04/02/2021
253253,325698,No,157, $785.00 , $392.50 ,5/27/2021
254587,325698,Yes,160, $800.00 , $400.00 ,03/07/2021
256436,152689,Yes,806," $4,030.00 "," $2,015.00 ",7/20/2021
257370,152689,No,985," $4,925.00 "," $2,462.50 ",8/28/2021
261156,452584,No,189, $945.00 , $472.50 ,9/22/2021
261976,985245,No,517," $2,585.00 "," $1,292.50 ",04/09/2021
262517,785432,Yes,738," $3,690.00 "," $1,845.00 ",12/07/2021
263179,325698,No,372," $1,860.00 ", $930.00 ,7/22/2021
264143,452584,No,866," $4,330.00 "," $2,165.00 ",07/10/2021
265266,325698,No,969," $4,845.00 "," $2,422.50 ",6/21/2021
272634,152689,Yes,186, $930.00 , $465.00 ,4/25/2021
272792,985245,Yes,588," $2,940.00 "," $1,470.00 ",12/12/2021
275281,985245,Yes,282," $1,410.00 ", $705.00 ,9/17/2021
275726,325698,Yes,777," $3,885.00 "," $1,942.50 ",11/23/2021
275765,152689,No,212," $1,060.00 ", $530.00 ,9/20/2021
276904,985245,Yes,51, $255.00 , $127.50 ,7/27/2021
276942,152689,Yes,168, $840.00 , $420.00 ,12/08/2021
277170,325698,No,243," $1,215.00 ", $607.50 ,12/06/2021
278043,785432,No,497," $2,485.00 "," $1,242.50 ",12/29/2021
278638,985245,Yes,895," $4,475.00 "," $2,237.50 ",4/17/2021
278993,785432,No,867," $4,335.00 "," $2,167.50 ",10/18/2021
279949,985245,Yes,902," $4,510.00 "," $2,255.00 ",06/12/2021
280061,325698,Yes,552," $2,760.00 "," $1,380.00 ",10/31/2021
281561,325698,No,133, $665.00 , $332.50 ,6/22/2021
283666,985245,Yes,819," $4,095.00 "," $2,047.50 ",11/01/2021
284578,785432,No,102, $510.00 , $255.00 ,5/13/2021
284664,325698,Yes,799," $3,995.00 "," $1,997.50 ",4/26/2021
285862,985245,Yes,369," $1,845.00 ", $922.50 ,10/17/2021
286172,985245,Yes,86, $430.00 , $215.00 ,10/19/2021
286892,985245,No,176, $880.00 , $440.00 ,10/02/2021
287069,985245,No,949," $4,745.00 "," $2,372.50 ",04/03/2021
287383,325698,No,113, $565.00 , $282.50 ,07/12/2021
290830,985245,Yes,365," $1,825.00 ", $912.50 ,12/11/2021
292969,785432,No,870," $4,350.00 "," $2,175.00 ",5/14/2021
293571,152689,Yes,570," $2,850.00 "," $1,425.00 ",10/14/2021
296702,325698,No,939," $4,695.00 "," $2,347.50 ",9/29/2021
297357,785432,No,928," $4,640.00 "," $2,320.00 ",5/13/2021
297462,985245,Yes,669," $3,345.00 "," $1,672.50 ",05/10/2021
298069,985245,Yes,446," $2,230.00 "," $1,115.00 ",05/12/2021
298118,985245,Yes,482," $2,410.00 "," $1,205.00 ",4/20/2021
298345,325698,Yes,733," $3,665.00 "," $1,832.50 ",2/16/2021
298803,152689,No,543," $2,715.00 "," $1,357.50 ",12/22/2021
299057,325698,No,318," $1,590.00 ", $795.00 ,03/12/2021
299912,452584,No,426," $2,130.00 "," $1,065.00 ",03/05/2021
300690,152689,Yes,721," $3,605.00 "," $1,802.50 ",04/06/2021
301299,325698,No,495," $2,475.00 "," $1,237.50 ",01/02/2021
301328,785432,No,910," $4,550.00 "," $2,275.00 ",5/23/2021
302359,985245,Yes,369," $1,845.00 ", $922.50 ,10/11/2021
302697,785432,Yes,734," $3,670.00 "," $1,835.00 ",7/28/2021
303174,985245,No,702," $3,510.00 "," $1,755.00 ",11/06/2021
303389,785432,No,549," $2,745.00 "," $1,372.50 ",12/11/2021
304547,985245,No,323," $1,615.00 ", $807.50 ,2/19/2021
304705,785432,No,800," $4,000.00 "," $2,000.00 ",6/18/2021
305442,985245,No,419," $2,095.00 "," $1,047.50 ",8/26/2021
305880,152689,No,173, $865.00 , $432.50 ,05/05/2021
306029,152689,No,711," $3,555.00 "," $1,777.50 ",01/08/2021
308757,325698,No,130, $650.00 , $325.00 ,8/16/2021
309400,452584,No,94, $470.00 , $235.00 ,5/22/2021
311989,325698,No,108, $540.00 , $270.00 ,08/12/2021
314595,325698,No,808," $4,040.00 "," $2,020.00 ",9/21/2021
314620,325698,Yes,530," $2,650.00 "," $1,325.00 ",03/02/2021
315245,325698,Yes,186, $930.00 , $465.00 ,08/08/2021
315516,452584,No,239," $1,195.00 ", $597.50 ,02/10/2021
316453,785432,No,930," $4,650.00 "," $2,325.00 ",1/23/2021
316723,985245,Yes,955," $4,775.00 "," $2,387.50 ",7/29/2021
317414,452584,Yes,919," $4,595.00 "," $2,297.50 ",2/24/2021
319055,985245,No,610," $3,050.00 "," $1,525.00 ",7/19/2021
323420,785432,No,811," $4,055.00 "," $2,027.50 ",5/20/2021
323863,985245,Yes,463," $2,315.00 "," $1,157.50 ",01/08/2021
324416,985245,No,481," $2,405.00 "," $1,202.50 ",01/04/2021
324498,985245,No,606," $3,030.00 "," $1,515.00 ",1/18/2021
328176,985245,No,714," $3,570.00 "," $1,785.00 ",2/26/2021
329204,325698,No,797," $3,985.00 "," $1,992.50 ",4/19/2021
